,ssl_acc,slk_acc,n-qubit,number1
0,0.9955000281333923,0.9944999814033508,4.0,100.0
1,0.9290000200271606,0.9359999895095825,5.0,100.0
2,0.968500018119812,0.9745000004768372,6.0,100.0
3,0.9810000061988831,0.9860000014305115,7.0,100.0
4,0.9929999709129333,0.9975000023841858,8.0,100.0
5,0.9449999928474426,0.9399999976158142,9.0,100.0
6,0.9350324869155884,0.9305347204208374,10.0,100.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
