,b2_sll,b2_sl,ssl_acc,sl_acc,n,number1
0,0.2896666666666667,0.33,0.934499979019165,0.9950000047683716,4.0,200.0
1,0.2195,0.242,0.9390000104904175,0.984000027179718,5.0,200.0
2,0.1495,0.15783333333333333,0.9484999775886536,0.9735000133514404,6.0,200.0
3,0.0974,0.0954,0.9870064854621887,0.977011501789093,7.0,200.0
4,0.0906111111111111,0.08572222222222221,0.684499979019165,0.7285000085830688,8.0,200.0
5,0.04861764705882353,0.03873529411764706,0.6735000014305115,0.8414999842643738,9.0,200.0
6,,0.02621212121212121,0.5,0.6349999904632568,10.0,200.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
