,ssl_acc,slk_acc,n-qubit,number1
0,0.9779999852180481,0.9994999766349792,4.0,30.0
1,0.8565000295639038,0.9179999828338623,5.0,30.0
2,0.7235000133514404,0.8845000267028809,6.0,30.0
3,0.49975013732910156,0.8440779447555542,7.0,30.0
4,0.5,0.7630000114440918,8.0,30.0
5,0.5,0.6184999942779541,9.0,30.0
6,0.5,0.5,10.0,30.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
