,ssl_acc,slk_acc,n,number1
0,0.9950000047683716,0.9649999737739563,4.0,30.0
1,0.8579999804496765,0.9860000014305115,5.0,30.0
2,0.7455000281333923,0.9750000238418579,6.0,30.0
3,0.6781609058380127,0.9660170078277588,7.0,30.0
4,0.5565000176429749,0.9484999775886536,8.0,30.0
5,0.5,0.9129999876022339,9.0,30.0
6,0.5,0.8420000076293945,10.0,30.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
