,ssl_acc,slk_acc,n-qubit,number1
0,0.9760000109672546,0.987500011920929,4.0,100.0
1,0.9940000176429749,0.9994999766349792,5.0,100.0
2,0.9925000071525574,0.9869999885559082,6.0,100.0
3,0.9905047416687012,0.970514714717865,7.0,100.0
4,0.9049999713897705,0.9760000109672546,8.0,100.0
5,0.7139999866485596,0.9750000238418579,9.0,100.0
6,0.5,0.9455000162124634,10.0,100.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
