,b2_sll,b2_sl,ssl_acc,sl_acc,n,number1
0,0.4007,0.4701,0.929290771484375,0.9963573813438416,4.0,100.0
1,0.40700000000000003,0.4771,0.9205414056777954,0.9929737448692322,5.0,100.0
2,0.41000000000000003,0.4806,0.9165819883346558,0.9883154034614563,6.0,100.0
3,0.41150000000000003,0.4823,0.914734959602356,0.9860914945602417,7.0,100.0
4,0.4123,0.48310000000000003,0.9139644503593445,0.9850416779518127,8.0,100.0
5,0.4127,0.48350000000000004,0.9135357141494751,0.9844704866409302,9.0,100.0
6,0.41290000000000004,0.4838,0.9133219718933105,0.984285831451416,10.0,100.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
