,ssl_acc,slk_acc,n-qubit,number1
0,0.9695000052452087,0.9894999861717224,4.0,100.0
1,0.9835000038146973,0.9775000214576721,5.0,100.0
2,0.9760000109672546,0.9739999771118164,6.0,100.0
3,0.9545227289199829,0.9615192413330078,7.0,100.0
4,0.9860000014305115,0.9380000233650208,8.0,100.0
5,0.8424999713897705,0.9089999794960022,9.0,100.0
6,0.5,0.7310000061988831,10.0,100.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
