,ssl_acc,slk_acc,n-qubit,number1
0,0.9994999766349792,0.9860000014305115,4.0,100.0
1,0.9319999814033508,0.9369999766349792,5.0,100.0
2,0.9739999771118164,0.9750000238418579,6.0,100.0
3,0.987500011920929,0.9865000247955322,7.0,100.0
4,1.0,0.9975000023841858,8.0,100.0
5,0.9365000128746033,0.9399999976158142,9.0,100.0
6,0.9265367388725281,0.9305347204208374,10.0,100.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
