,ssl_acc,slk_acc,n_qubit,number1
0,0.925000011920929,0.9919999837875366,4.0,100.0
1,0.9380000233650208,0.9959999918937683,5.0,100.0
2,0.9679999947547913,0.9950000047683716,6.0,100.0
3,0.9740129709243774,0.9930034875869751,7.0,100.0
4,0.8615000247955322,0.9014999866485596,8.0,100.0
5,0.6144999861717224,0.7174999713897705,9.0,100.0
6,0.5,0.5,10.0,100.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
