,ssl_acc,slk_acc,n-qubit,number1
0,0.9819999933242798,0.9965000152587891,4.0,100.0
1,0.9800000190734863,0.9854999780654907,5.0,100.0
2,0.9679999947547913,0.9854999780654907,6.0,100.0
3,0.9265367388725281,0.9660170078277588,7.0,100.0
4,0.7885000109672546,0.9290000200271606,8.0,100.0
5,0.5,0.8840000033378601,9.0,100.0
6,0.5,0.7574999928474426,10.0,100.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
