,b2_sll,b2_sl,ssl_acc,sl_acc,n,number1
0,0.11721604938271604,0.10493827160493827,0.9415000081062317,1.0,4.0,300.0
1,0.08459785932721713,0.08217278287461774,0.953499972820282,0.940500020980835,5.0,300.0
2,0.04502791068580542,0.04356060606060606,0.7455000281333923,0.737500011920929,6.0,300.0
3,0.08366203423967775,0.0810366565961732,0.9779999852180481,0.9629999995231628,7.0,300.0
4,0.1136,0.1041,0.9319999814033508,0.9794999957084656,8.0,300.0
5,0.13297885,0.12464535,0.9415000081062317,0.9764999747276306,9.0,300.0
6,0.2389285714285714,0.22607142857142856,0.9425287246704102,0.972513735294342,10.0,300.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
