,b2_sll,b2_sl,ssl_acc,sl_acc,n,number1
0,0.39630000000000004,0.4223,0.9245768189430237,0.9524319767951965,4.0,10.0
1,0.4048,0.44270000000000004,0.9182682633399963,0.9574292302131653,5.0,10.0
2,0.40900000000000003,0.45230000000000004,0.9155659675598145,0.9595610499382019,6.0,10.0
3,0.41100000000000003,0.457,0.91423100233078,0.9605926275253296,7.0,10.0
4,0.4117,0.45930000000000004,0.9133620858192444,0.9611485004425049,8.0,10.0
5,0.4121,0.4605,0.9129346013069153,0.9614267349243164,9.0,10.0
6,0.4123,0.461,0.9127214550971985,0.9614652991294861,10.0,10.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
