,b2_sll,b2_sl,ssl_acc,sl_acc,n,number1
0,0.47400000000000003,0.3895,0.9921791553497314,0.9172916412353516,4.0,30.0
1,0.4778,0.39980000000000004,0.9881079792976379,0.9283265471458435,5.0,30.0
2,0.47950000000000004,0.40440000000000004,0.9862866997718811,0.9332547783851624,6.0,30.0
3,0.4803,0.4066,0.985429584980011,0.9356117248535156,7.0,30.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
