,ssl_acc,slk_acc,n,number1
0,0.9825000166893005,0.9754999876022339,4.0,30.0
1,0.9259999990463257,0.9384999871253967,5.0,30.0
2,0.953000009059906,0.9735000133514404,6.0,30.0
3,0.9545000195503235,0.9785000085830688,7.0,30.0
4,0.940500020980835,0.9794999957084656,8.0,30.0
5,0.9599999785423279,0.9470000267028809,9.0,30.0
6,0.9610195159912109,0.9425287246704102,10.0,30.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
