,ssl_acc,slk_acc,n-qubit,number1
0,0.9869999885559082,0.9984999895095825,4.0,100.0
1,0.9994999766349792,0.9890000224113464,5.0,100.0
2,0.9890000224113464,0.9869999885559082,6.0,100.0
3,0.9825087189674377,0.977011501789093,7.0,100.0
4,0.9185000061988831,0.9545000195503235,8.0,100.0
5,0.6610000133514404,0.9204999804496765,9.0,100.0
6,0.5,0.7674999833106995,10.0,100.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
