,ssl_acc,slk_acc,n_qubit,number1
0,0.9794999957084656,0.9775000214576721,4.0,30.0
1,0.9984999895095825,0.9950000047683716,5.0,30.0
2,0.9764999747276306,0.9610000252723694,6.0,30.0
3,0.9390304684638977,0.885557234287262,7.0,30.0
4,0.6104999780654907,0.9275000095367432,8.0,30.0
5,0.5205000042915344,0.972000002861023,9.0,30.0
6,0.5,0.6660000085830688,10.0,30.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
