,b2_sll,b2_sl,ssl_acc,sl_acc,n,number1
0,0.45780000000000004,0.2906,0.990464985370636,0.8113349080085754,4.0,100.0
1,0.4626,0.2973,0.9956074357032776,0.8185129761695862,5.0,100.0
2,0.465,0.30060000000000003,0.9981787204742432,0.8220484256744385,6.0,100.0
3,0.4662,0.3022,0.9994643330574036,0.8237625956535339,7.0,100.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
