0.1750474204	0.1814923624	0.0681207716	-0.1076545796
0.1750474204	0.0064449420	0.0737452834	-0.0768015070
0.0743306304	0.0815624224	0.0289262183	-0.0457135144
0.0743306304	0.0072317919	0.0313145626	-0.0326123311
0.0779389233	0.0851425255	0.0303304075	-0.0479326230
0.0779389233	0.0072036022	0.0328346912	-0.0341954583
0.1194066774	0.1262863127	0.0464678370	-0.0734353904
0.1194066774	0.0068796353	0.0503045360	-0.0523893054
0.0111184498	0.0188440869	0.0043268126	-0.0068378730
0.0111184498	0.0077256371	0.0046840635	-0.0048781850
0.1930887945	0.1993927883	0.0751416824	-0.1187500675
0.1930887945	0.0063039938	0.0813458881	-0.0847171033
0.1214334118	0.1282972132	0.0472565531	-0.0746818368
0.1214334118	0.0068638015	0.0511583738	-0.0532785287
0.1990988619	0.2053559021	0.0774805368	-0.1224462732
0.1990988619	0.0062570401	0.0838778542	-0.0873540015
0.1864184263	0.1927745323	0.0725458679	-0.1146477752
0.1864184263	0.0063561060	0.0785357456	-0.0817905001
0.1279942143	0.1348067595	0.0498097294	-0.0787167460
0.1279942143	0.0068125452	0.0539223576	-0.0561570603
0.1844306192	0.1908022550	0.0717723007	-0.1134252691
0.1844306192	0.0063716358	0.0776983074	-0.0809183560
0.1597359565	0.1663005193	0.0621622220	-0.0982379929
0.1597359565	0.0065645628	0.0672947557	-0.0700836502
0.0370883752	0.0446111222	0.0144331675	-0.0228094389
0.0370883752	0.0075227471	0.0156248674	-0.0162724083
0.0543541992	0.0617420570	0.0211522683	-0.0334279617
0.0543541992	0.0073878578	0.0228987426	-0.0238477345
0.1683192728	0.1748167785	0.0655024720	-0.1035167528
0.1683192728	0.0064975057	0.0709107992	-0.0738495533
0.1682028026	0.1747012182	0.0654571469	-0.1034451233
0.1682028026	0.0064984156	0.0708617318	-0.0737984524
0.1228518917	0.1297046113	0.0478085632	-0.0755542054
0.1228518917	0.0068527196	0.0517559616	-0.0539008824
0.0071271754	0.0148839944	0.0027735838	-0.0043832298
0.0071271754	0.0077568189	0.0030025896	-0.0031270259
0.1668438145	0.1733528472	0.0649282883	-0.1026093424
0.1668438145	0.0065090327	0.0702892071	-0.0732022006
0.1687391206	0.1752333462	0.0656658583	-0.1037749602
0.1687391206	0.0064942256	0.0710876758	-0.0740337602
0.1835188133	0.1898975726	0.0714174659	-0.1128645063
0.1835188133	0.0063787593	0.0773141750	-0.0805183041
0.1213865716	0.1282507390	0.0472383250	-0.0746530300
0.1213865716	0.0068641674	0.0511386406	-0.0532579778
0.0131683547	0.0208779770	0.0051245456	-0.0080985695
0.0131683547	0.0077096222	0.0055476627	-0.0057775744
0.1596219453	0.1661873989	0.0621178539	-0.0981678757
0.1596219453	0.0065654536	0.0672467242	-0.0700336281
0.1967777112	0.2030528853	0.0765772469	-0.1210187600
0.1967777112	0.0062751741	0.0828999825	-0.0863356039
0.1335765749	0.1403455079	0.0519821391	-0.0821499110
0.1335765749	0.0067689330	0.0562741362	-0.0586063035
0.0567354855	0.0641047396	0.0220789603	-0.0348924584
0.0567354855	0.0073692540	0.0239019487	-0.0248925164
0.0820390659	0.0892106357	0.0319260030	-0.0504542205
0.0820390659	0.0071715698	0.0345620298	-0.0359943830
0.0590217168	0.0663731096	0.0229686612	-0.0362984961
0.0590217168	0.0073513928	0.0248651092	-0.0258955932
0.0703912508	0.0776538192	0.0273931847	-0.0432907865
0.0703912508	0.0072625684	0.0296549514	-0.0308839406
0.0785269273	0.0857259357	0.0305592329	-0.0482942469
0.0785269273	0.0071990084	0.0330824099	-0.0344534432
0.1721056015	0.1785735265	0.0669759449	-0.1058453540
0.1721056015	0.0064679250	0.0725059320	-0.0755107932
0.1429871967	0.1496826092	0.0556443400	-0.0879374658
0.1429871967	0.0066954125	0.0602387132	-0.0627351843
0.2068822727	0.2130785049	0.0805094986	-0.1272330893
0.2068822727	0.0061962322	0.0871569075	-0.0907689486
0.1437986671	0.1504877400	0.0559601286	-0.0884365220
0.1437986671	0.0066890729	0.0605805754	-0.0630912144
0.1167637115	0.1236639950	0.0454393107	-0.0718099601
0.1167637115	0.0069002835	0.0491910876	-0.0512297124
0.0240642325	0.0316887307	0.0093647429	-0.0147995602
0.0240642325	0.0076244982	0.0101379594	-0.0105581066
0.1264574892	0.1332820401	0.0492117035	-0.0777716564
0.1264574892	0.0068245509	0.0532749546	-0.0554828270
0.1627592073	0.1693001510	0.0633387385	-0.1000972993
0.1627592073	0.0065409437	0.0685684133	-0.0714100920
0.0306310627	0.0382042576	0.0119202649	-0.0188381764
0.0306310627	0.0075731948	0.0129044827	-0.0134392828
0.1917960522	0.1981101456	0.0746386039	-0.1179550279
0.1917960522	0.0063140933	0.0808012720	-0.0841499167
0.1037561700	0.1107580750	0.0403773466	-0.0638102912
0.1037561700	0.0070019049	0.0437111735	-0.0455226944
0.0331336277	0.0406872712	0.0128941534	-0.0203772598
0.0331336277	0.0075536435	0.0139587819	-0.0145372753
0.1430806289	0.1497753115	0.0556806997	-0.0879949268
0.1430806289	0.0066946826	0.0602780750	-0.0627761774
0.0170340745	0.0247134958	0.0066289140	-0.0104759963
0.0170340745	0.0076794213	0.0071762420	-0.0074736468
0.1412111123	0.1479204005	0.0549531659	-0.0868451696
0.1412111123	0.0067092882	0.0594904711	-0.0619559328
0.0728077356	0.0800514251	0.0283335745	-0.0447769304
0.0728077356	0.0072436896	0.0306729861	-0.0319441657
0.1105568834	0.1175056577	0.0430238857	-0.0679927460
0.1105568834	0.0069487743	0.0465762288	-0.0485064860
0.1299917216	0.1367886613	0.0505870716	-0.0799452177
0.1299917216	0.0067969397	0.0547638824	-0.0570334604
0.1354047229	0.1421593735	0.0526935740	-0.0832742264
0.1354047229	0.0067546506	0.0570443120	-0.0594083977
0.1861069370	0.1924654765	0.0724246500	-0.1144562085
0.1861069370	0.0063585396	0.0784045191	-0.0816538352
0.1367339583	0.1434782243	0.0532108541	-0.0840917093
0.1367339583	0.0067442660	0.0576043022	-0.0599915956
0.1056235939	0.1126109096	0.0411040660	-0.0649587613
0.1056235939	0.0069873157	0.0444978958	-0.0463420207
0.0798526815	0.0870413324	0.0310751582	-0.0491095889
0.0798526815	0.0071886509	0.0336409335	-0.0350351137
0.1760256031	0.1824629031	0.0685014374	-0.1082561642
0.1760256031	0.0064373000	0.0741573795	-0.0772306816
0.0272753190	0.0348747306	0.0106143568	-0.0167743860
0.0272753190	0.0075994116	0.0114907499	-0.0119669607
0.1947691913	0.2010600570	0.0757956191	-0.1197835155
0.1947691913	0.0062908657	0.0820538182	-0.0854543721
0.2097398369	0.2159137444	0.0816215372	-0.1289904982
0.2097398369	0.0061739075	0.0883607635	-0.0920226960
0.1386289072	0.1453583688	0.0539482850	-0.0852571074
0.1386289072	0.0067294617	0.0584026204	-0.0608229984
0.1970290422	0.2033022528	0.0766750539	-0.1211733292
0.1970290422	0.0062732106	0.0830058650	-0.0864458746
0.1988271153	0.2050862785	0.0773747850	-0.1222791484
0.1988271153	0.0062591632	0.0837633707	-0.0872347736
0.0777957390	0.0850004597	0.0302746865	-0.0478445643
0.0777957390	0.0072047208	0.0327743694	-0.0341326366
0.0323999860	0.0399593611	0.0126086522	-0.0199260684
0.0323999860	0.0075593751	0.0136497079	-0.0142153923
0.1903572540	0.1966825880	0.0740786868	-0.1170701636
0.1903572540	0.0063253340	0.0801951244	-0.0835186485
0.0929684676	0.1000546515	0.0361792464	-0.0571758285
0.0929684676	0.0070861838	0.0391664498	-0.0407896237
0.0286730499	0.0362615417	0.0111582923	-0.0176339938
0.0286730499	0.0075884918	0.0120795964	-0.0125802108
0.1487824911	0.1554326279	0.0578996142	-0.0915015856
0.1487824911	0.0066501368	0.0626801980	-0.0652778516
0.0421424916	0.0496257534	0.0164000077	-0.0259177325
0.0421424916	0.0074832618	0.0177541033	-0.0184898861
0.1120697157	0.1190066711	0.0436126136	-0.0689231415
0.1120697157	0.0069369553	0.0472135661	-0.0491702365
0.0917102338	0.0988062476	0.0356895970	-0.0564020117
0.0917102338	0.0070960138	0.0386363716	-0.0402375776
0.1011719053	0.1081939998	0.0393716642	-0.0622209622
0.1011719053	0.0070220945	0.0426224552	-0.0443888563
0.0515658696	0.0589755112	0.0200671728	-0.0317131323
0.0515658696	0.0074096416	0.0217240543	-0.0226243636
0.2017671627	0.2080033568	0.0785189224	-0.1240872846
0.2017671627	0.0062361940	0.0850019758	-0.0885247101
