0.2301685400	0.3263974725
0.2301685400	0.0962289325
0.7445598141	0.7764898373
0.7445598141	0.0319300232
0.5714560154	0.6250240135
0.5714560154	0.0535679981
0.4430123118	0.5126357728
0.4430123118	0.0696234610
0.7742527462	0.8024711529
0.7742527462	0.0282184067
0.6191843505	0.6667863067
0.6191843505	0.0476019562
0.8817174073	0.8965027314
0.8817174073	0.0147853241
0.3320768917	0.4155672803
0.3320768917	0.0834903885
0.3873093639	0.4638956934
0.3873093639	0.0765863295
0.5332267836	0.5915734357
0.5332267836	0.0583466520
0.9277709541	0.9367995848
0.9277709541	0.0090286307
0.3881634912	0.4646430548
0.3881634912	0.0764795636
0.7990895336	0.8242033419
0.7990895336	0.0251138083
0.5912130014	0.6423113762
0.5912130014	0.0510983748
0.3115555424	0.3976110996
0.3115555424	0.0860555572
0.6561360348	0.6991190304
0.6561360348	0.0429829957
0.5195401430	0.5795976251
0.5195401430	0.0600574821
0.2672741129	0.3588648488
0.2672741129	0.0915907359
0.6050105414	0.6543842238
0.6050105414	0.0493736823
0.9108396961	0.9219847341
0.9108396961	0.0111450380
0.6883632807	0.7273178706
0.6883632807	0.0389545899
0.5430342171	0.6001549400
0.5430342171	0.0571207229
0.3634298998	0.4430011624
0.3634298998	0.0795712625
0.3851818067	0.4620340809
0.3851818067	0.0768522742
0.3258698324	0.4101361033
0.3258698324	0.0842662710
0.0468914961	0.1660300591
0.0468914961	0.1191385630
0.7108850431	0.7470244128
0.7108850431	0.0361393696
0.8676385428	0.8841837250
0.8676385428	0.0165451821
0.2336777878	0.3294680643
0.2336777878	0.0957902765
0.8607034450	0.8781155144
0.8607034450	0.0174120694
0.0295655432	0.1508698503
0.0295655432	0.1213043071
0.1158400717	0.2263600627
0.1158400717	0.1105199910
0.1110431824	0.2221627846
0.1110431824	0.1111196022
0.3010665365	0.3884332194
0.3010665365	0.0873666829
0.8175543467	0.8403600534
0.8175543467	0.0228057067
0.1740851125	0.2773244734
0.1740851125	0.1032393609
0.5155076440	0.5760691885
0.5155076440	0.0605615445
0.8209421007	0.8433243381
0.8209421007	0.0223822374
0.8852362125	0.8995816860
0.8852362125	0.0143454734
0.5305111754	0.5891972785
0.5305111754	0.0586861031
0.7343189382	0.7675290709
0.7343189382	0.0332101327
0.4200081956	0.4925071712
0.4200081956	0.0724989755
0.3176256224	0.4029224196
0.3176256224	0.0852967972
0.5910934485	0.6422067675
0.5910934485	0.0511133189
0.8141152969	0.8373508848
0.8141152969	0.0232355879
0.3549136577	0.4355494505
0.3549136577	0.0806357928
0.6153195533	0.6634046091
0.6153195533	0.0480850558
0.1804908184	0.2829294661
0.1804908184	0.1024386477
0.3521802905	0.4331577542
0.3521802905	0.0809774637
0.5186053332	0.5787796666
0.5186053332	0.0601743333
