0.0000000000	0.0019531250
0.0001834131	0.0021361798
0.0003668262	0.0023192347
0.0005502392	0.0025022895
0.0007336523	0.0026853444
0.0009170654	0.0028683992
0.0011004785	0.0030514541
0.0012838915	0.0032345089
0.0014673046	0.0034175638
0.0016507177	0.0036006186
0.0018341308	0.0037836735
0.0020175439	0.0039667283
0.0022009569	0.0041497832
0.0023843700	0.0043328380
0.0025677831	0.0045158929
0.0027511962	0.0046989477
0.0029346093	0.0048820026
0.0031180223	0.0050650574
0.0033014354	0.0052481123
0.0034848485	0.0054311671
0.0036682616	0.0056142220
0.0038516746	0.0057972768
0.0040350877	0.0059803317
0.0042185008	0.0061633865
0.0044019139	0.0063464414
0.0045853270	0.0065294962
0.0047687400	0.0067125511
0.0049521531	0.0068956059
0.0051355662	0.0070786608
0.0053189793	0.0072617156
0.0055023923	0.0074447705
0.0056858054	0.0076278253
0.0058692185	0.0078108802
0.0060526316	0.0079939350
0.0062360447	0.0081769899
0.0064194577	0.0083600447
0.0066028708	0.0085430996
0.0067862839	0.0087261544
0.0069696970	0.0089092093
0.0071531100	0.0090922641
0.0073365231	0.0092753190
0.0075199362	0.0094583738
0.0077033493	0.0096414287
0.0078867624	0.0098244835
0.0080701754	0.0100075384
0.0082535885	0.0101905932
0.0084370016	0.0103736481
0.0086204147	0.0105567029
0.0088038278	0.0107397578
0.0089872408	0.0109228126
0.0091706539	0.0111058675
0.0093540670	0.0112889223
0.0095374801	0.0114719772
0.0097208931	0.0116550320
0.0099043062	0.0118380869
0.0100877193	0.0120211417
0.0102711324	0.0122041966
0.0104545455	0.0123872514
0.0106379585	0.0125703063
0.0108213716	0.0127533611
0.0110047847	0.0129364160
0.0111881978	0.0131194708
0.0113716108	0.0133025257
0.0115550239	0.0134855805
0.0117384370	0.0136686354
0.0119218501	0.0138516902
0.0121052632	0.0140347451
0.0122886762	0.0142177999
0.0124720893	0.0144008548
0.0126555024	0.0145839096
0.0128389155	0.0147669645
0.0130223285	0.0149500193
0.0132057416	0.0151330742
0.0133891547	0.0153161290
0.0135725678	0.0154991839
0.0137559809	0.0156822387
0.0139393939	0.0158652936
0.0141228070	0.0160483484
0.0143062201	0.0162314033
0.0144896332	0.0164144581
0.0146730463	0.0165975130
0.0148564593	0.0167805678
0.0150398724	0.0169636227
0.0152232855	0.0171466775
0.0154066986	0.0173297324
0.0155901116	0.0175127872
0.0157735247	0.0176958421
0.0159569378	0.0178788969
0.0161403509	0.0180619518
0.0163237640	0.0182450066
0.0165071770	0.0184280615
0.0166905901	0.0186111163
0.0168740032	0.0187941712
0.0170574163	0.0189772260
0.0172408293	0.0191602809
0.0174242424	0.0193433357
0.0176076555	0.0195263906
0.0177910686	0.0197094454
0.0179744817	0.0198925002
0.0181578947	0.0200755551
0.0183413078	0.0202586099
0.0185247209	0.0204416648
0.0187081340	0.0206247196
0.0188915470	0.0208077745
0.0190749601	0.0209908293
0.0192583732	0.0211738842
0.0194417863	0.0213569390
0.0196251994	0.0215399939
0.0198086124	0.0217230487
0.0199920255	0.0219061036
0.0201754386	0.0220891584
0.0203588517	0.0222722133
0.0205422648	0.0224552681
0.0207256778	0.0226383230
0.0209090909	0.0228213778
0.0210925040	0.0230044327
0.0212759171	0.0231874875
0.0214593301	0.0233705424
0.0216427432	0.0235535972
0.0218261563	0.0237366521
0.0220095694	0.0239197069
0.0221929825	0.0241027618
0.0223763955	0.0242858166
0.0225598086	0.0244688715
0.0227432217	0.0246519263
0.0229266348	0.0248349812
0.0231100478	0.0250180360
0.0232934609	0.0252010909
0.0234768740	0.0253841457
0.0236602871	0.0255672006
