0.0161366309	0.1391195520	0.0082677049
-0.0161366309	0.1229829211	-0.0091502790
0.0161366309	0.1391195520	0.0082677049
0.2013336819	0.3011669716	0.1031545853
-0.2013336819	0.0998332898	-0.1141662954
0.2013336819	0.3011669716	0.1031545853
0.1597455484	0.2647773548	0.0818466420
-0.1597455484	0.1050318065	-0.0905837379
0.1597455484	0.2647773548	0.0818466420
0.2832043539	0.3728038097	0.1451015419
-0.2832043539	0.0895994558	-0.1605910726
0.2832043539	0.3728038097	0.1451015419
0.2516208428	0.3451682374	0.1289195302
-0.2516208428	0.0935473947	-0.1426816378
0.2516208428	0.3451682374	0.1289195302
0.2498501498	0.3436188810	0.1280123045
-0.2498501498	0.0937687313	-0.1416775660
0.2498501498	0.3436188810	0.1280123045
0.2461532423	0.3403840870	0.1261181705
-0.2461532423	0.0942308447	-0.1395812341
0.2461532423	0.3403840870	0.1261181705
0.2175970252	0.3153973970	0.1114872121
-0.2175970252	0.0978003719	-0.1233884268
0.2175970252	0.3153973970	0.1114872121
0.2678669635	0.3593835931	0.1372433329
-0.2678669635	0.0915166296	-0.1518940030
0.2678669635	0.3593835931	0.1372433329
0.0942019345	0.2074266927	0.0482649569
-0.0942019345	0.1132247582	-0.0534172215
0.0942019345	0.2074266927	0.0482649569
0.1006685387	0.2130849714	0.0515781625
-0.1006685387	0.1124164327	-0.0570841104
0.1006685387	0.2130849714	0.0515781625
0.1303428523	0.2390499958	0.0667819848
-0.1303428523	0.1087071435	-0.0739109346
0.1303428523	0.2390499958	0.0667819848
0.2165340108	0.3144672594	0.1109425699
-0.2165340108	0.0979332487	-0.1227856443
0.2165340108	0.3144672594	0.1109425699
0.3080617796	0.3945540571	0.1578374012
-0.3080617796	0.0864922776	-0.1746864797
0.3080617796	0.3945540571	0.1578374012
0.0560719933	0.1740629941	0.0287288404
-0.0560719933	0.1179910008	-0.0317956324
0.0560719933	0.1740629941	0.0287288404
0.2891363183	0.3779942785	0.1481408214
-0.2891363183	0.0888579602	-0.1639547940
0.2891363183	0.3779942785	0.1481408214
0.0904518402	0.2041453601	0.0463435724
-0.0904518402	0.1136935200	-0.0512907299
0.0904518402	0.2041453601	0.0463435724
0.0503527603	0.1690586653	0.0257985552
-0.0503527603	0.1187059050	-0.0285525405
0.0503527603	0.1690586653	0.0257985552
0.1900666889	0.2913083528	0.0973818702
-0.1900666889	0.1012416639	-0.1077773453
0.1900666889	0.2913083528	0.0973818702
0.0542649115	0.1724817975	0.0278029706
-0.0542649115	0.1182168861	-0.0307709264
0.0542649115	0.1724817975	0.0278029706
0.0655301393	0.1823388719	0.0335747813
-0.0655301393	0.1168087326	-0.0371588756
0.0655301393	0.1823388719	0.0335747813
0.1206408622	0.2305607545	0.0618111088
-0.1206408622	0.1099198922	-0.0684094196
0.1206408622	0.2305607545	0.0618111088
0.1454341759	0.2522549039	0.0745141198
-0.1454341759	0.1068207280	-0.0824684719
0.1454341759	0.2522549039	0.0745141198
0.2665581827	0.3582384098	0.1365727708
-0.2665581827	0.0916802272	-0.1511518587
0.2665581827	0.3582384098	0.1365727708
0.0020006328	0.1267505537	0.0010250369
-0.0020006328	0.1247499209	-0.0011344591
