0.4867334464	0.4887383939
0.4867334464	0.0020049475
0.2333262687	0.2363210879
0.2333262687	0.0029948193
0.3383711334	0.3409556212
0.3383711334	0.0025844878
0.4558149577	0.4579406805
0.4558149577	0.0021257228
0.3475121836	0.3500609641
0.3475121836	0.0025487805
0.2086347835	0.2117260539
0.2086347835	0.0030912704
0.0215309440	0.0253530887
0.0215309440	0.0038221448
0.4115375309	0.4138362124
0.4115375309	0.0022986815
0.2401243809	0.2430926450
0.2401243809	0.0029682641
0.0350196225	0.0387890771
0.0350196225	0.0037694546
0.0493220171	0.0530356030
0.0493220171	0.0037135859
0.1593640344	0.1626477687
0.1593640344	0.0032837342
0.2551949513	0.2581043460
0.2551949513	0.0029093947
0.2338757071	0.2368683801
0.2338757071	0.0029926730
0.3558755172	0.3583916284
0.3558755172	0.0025161113
