0.0013938752	0.0052946804	0.0007483109
0.0013938752	0.0039008052	0.0007909513
-0.0013938752	0.0052946804	-0.0007483109
0.0035377017	0.0074301326	0.0018992379
0.0035377017	0.0038924309	0.0020074607
-0.0035377017	0.0074301326	-0.0018992379
0.0007712919	0.0046745290	0.0004140730
0.0007712919	0.0039032371	0.0004376678
-0.0007712919	0.0046745290	-0.0004140730
0.0003420933	0.0042470070	0.0001836550
0.0003420933	0.0039049137	0.0001941201
-0.0003420933	0.0042470070	-0.0001836550
0.0028763172	0.0067713316	0.0015441694
0.0028763172	0.0038950144	0.0016321595
-0.0028763172	0.0067713316	-0.0015441694
0.0029640844	0.0068587560	0.0015912878
0.0029640844	0.0038946715	0.0016819628
-0.0029640844	0.0068587560	-0.0015912878
0.0023265820	0.0062237437	0.0012490405
0.0023265820	0.0038971618	0.0013202136
-0.0023265820	0.0062237437	-0.0012490405
0.0035273493	0.0074198206	0.0018936802
0.0035273493	0.0038924713	0.0020015862
-0.0035273493	0.0074198206	-0.0018936802
0.0007284177	0.0046318223	0.0003910557
0.0007284177	0.0039034046	0.0004133389
-0.0007284177	0.0046318223	-0.0003910557
0.0029396195	0.0068343866	0.0015781536
0.0029396195	0.0038947671	0.0016680803
-0.0029396195	0.0068343866	-0.0015781536
0.0026774130	0.0065732043	0.0014373864
0.0026774130	0.0038957914	0.0015192918
-0.0026774130	0.0065732043	-0.0014373864
0.0029654661	0.0068601322	0.0015920295
0.0029654661	0.0038946661	0.0016827469
-0.0029654661	0.0068601322	-0.0015920295
0.0033988808	0.0072918539	0.0018247110
0.0033988808	0.0038929731	0.0019286871
-0.0033988808	0.0072918539	-0.0018247110
0.0007564959	0.0046597908	0.0004061297
0.0007564959	0.0039032949	0.0004292719
-0.0007564959	0.0046597908	-0.0004061297
0.0024222219	0.0063190101	0.0013003854
0.0024222219	0.0038967882	0.0013744842
-0.0024222219	0.0063190101	-0.0013003854
