0.0023260172	0.0101203452	0.0009051838
-0.0023260172	0.0077943280	-0.0009989056
0.0023260172	0.0101203452	0.0009051838
0.0033380370	0.0111244586	0.0012990175
-0.0033380370	0.0077864216	-0.0014335165
0.0033380370	0.0111244586	0.0012990175
0.0069742575	0.0147322711	0.0027140749
-0.0069742575	0.0077580136	-0.0029950876
0.0069742575	0.0147322711	0.0027140749
0.0062222289	0.0139861177	0.0024214183
-0.0062222289	0.0077638888	-0.0026721297
0.0062222289	0.0139861177	0.0024214183
0.0050504704	0.0128235136	0.0019654214
-0.0050504704	0.0077730432	-0.0021689192
0.0050504704	0.0128235136	0.0019654214
0.0031616855	0.0109494849	0.0012303892
-0.0031616855	0.0077877993	-0.0013577826
0.0031616855	0.0109494849	0.0012303892
0.0056132517	0.0133818981	0.0021844311
-0.0056132517	0.0077686465	-0.0024106051
0.0056132517	0.0133818981	0.0021844311
0.0008052420	0.0086114510	0.0003133648
-0.0008052420	0.0078062090	-0.0003458103
0.0008052420	0.0086114510	0.0003133648
0.0025362743	0.0103289597	0.0009870066
-0.0025362743	0.0077926854	-0.0010892004
0.0025362743	0.0103289597	0.0009870066
0.0040611227	0.0118418951	0.0015804107
-0.0040611227	0.0077807725	-0.0017440449
0.0040611227	0.0118418951	0.0015804107
0.0041976714	0.0119773771	0.0016335494
-0.0041976714	0.0077797057	-0.0018026856
0.0041976714	0.0119773771	0.0016335494
0.0045883897	0.0123650429	0.0017855999
-0.0045883897	0.0077766532	-0.0019704792
0.0045883897	0.0123650429	0.0017855999
0.0077458552	0.0154978407	0.0030143468
-0.0077458552	0.0077519855	-0.0033264494
0.0077458552	0.0154978407	0.0030143468
0.0050063170	0.0127797052	0.0019482388
-0.0050063170	0.0077733881	-0.0021499576
0.0050063170	0.0127797052	0.0019482388
0.0065068823	0.0142685473	0.0025321929
-0.0065068823	0.0077616650	-0.0027943738
0.0065068823	0.0142685473	0.0025321929
